OBJECTID,GL_String,Fund,Fund_Name,Department,Department_Name,Object,Object_Name,Adopted_Budget,Fiscal_Year
4714,1000-42-42-4230-428360-000000-000-522220,1000,1000 General Fund,42,42 Transportation,522220,522220 Equipment Maintenance,84300,2021
4715,1000-42-42-4240-000000-000000-000-522220,1000,1000 General Fund,42,42 Transportation,522220,522220 Equipment Maintenance,10000,2021
4716,1000-42-42-4230-428350-000000-000-522220,1000,1000 General Fund,42,42 Transportation,522220,522220 Equipment Maintenance,3000,2021
4717,1000-42-42-4230-423570-000000-000-522220,1000,1000 General Fund,42,42 Transportation,522220,522220 Equipment Maintenance,1500,2021
4718,1000-50-50-5060-000000-000000-000-522220,1000,1000 General Fund,50,50 Solid Waste Services,522220,522220 Equipment Maintenance,4730,2021
4719,1000-50-50-5020-501580-000000-000-522220,1000,1000 General Fund,50,50 Solid Waste Services,522220,522220 Equipment Maintenance,3520,2021
4720,1000-61-61-6130-000000-000000-000-522220,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522220,522220 Equipment Maintenance,1800,2021
4721,1000-61-61-6190-000000-000000-000-522220,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522220,522220 Equipment Maintenance,441,2021
4722,1000-61-61-6140-000000-000000-000-522220,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522220,522220 Equipment Maintenance,200,2021
4723,1000-61-61-6160-000000-000000-000-522220,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522220,522220 Equipment Maintenance,100,2021
4724,6200-70-72-7080-708070-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,379915,2021
4725,6200-70-00-7020-702010-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,223000,2021
4726,6200-70-71-7070-707085-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,95000,2021
4727,6200-70-71-7070-707087-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,68000,2021
4728,6200-70-71-7070-707060-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,53000,2021
4729,6200-70-71-7070-707086-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,52000,2021
4730,6200-70-00-7080-708020-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,46000,2021
4731,6200-70-71-7070-707070-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,30000,2021
4732,6200-70-00-7010-701060-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,10000,2021
4733,6200-70-00-7060-706000-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,10000,2021
4734,6200-70-72-7040-704091-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,5000,2021
4735,6200-70-00-7080-708030-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,4000,2021
4736,6200-70-00-7030-703010-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,3500,2021
4737,6200-70-71-7080-708040-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,3200,2021
4738,6200-70-72-7040-704070-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,2700,2021
4739,6200-70-00-7010-701011-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,500,2021
4740,6200-70-00-7030-703015-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,500,2021
4741,6200-70-00-7030-703035-000000-000-522220,6200,6200 WS Operating,70,70 Charlotte Water,522220,522220 Equipment Maintenance,200,2021
4742,1000-80-80-8040-801580-804016-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,153203,2021
4743,1000-80-80-8090-809013-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,100000,2021
4744,1000-80-80-8045-804770-804012-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,55000,2021
4745,1000-80-80-8090-809015-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,45000,2021
4746,1000-80-80-8090-809017-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,35000,2021
4747,1000-80-80-8090-809014-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,25000,2021
4748,1000-80-80-8090-809012-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,18750,2021
4749,1000-80-80-8090-809011-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,15000,2021
4750,1000-80-80-8090-809016-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,15000,2021
4751,1000-80-80-8060-000000-000000-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,4400,2021
4752,1000-80-80-8045-805437-804010-000-522220,1000,1000 General Fund,80,80 General Services,522220,522220 Equipment Maintenance,4000,2021
4753,1000-18-11-1830-183010-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,7500,2021
4754,1000-18-11-1830-183020-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,3000,2021
4755,1000-18-11-1840-184010-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,2450,2021
4756,1000-18-13-1810-181010-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,2000,2021
4757,1000-18-11-1870-187010-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,1500,2021
4758,1000-18-11-1850-185010-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,1000,2021
4759,1000-18-13-1810-181040-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,1000,2021
4760,1000-18-11-1830-183040-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,750,2021
4761,1000-18-13-1810-181060-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,650,2021
4762,1000-18-11-1850-185030-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,489,2021
4763,1000-18-13-1820-182050-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,391,2021
4764,1000-18-11-1860-186020-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,200,2021
4765,1000-18-13-1820-182010-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,200,2021
4766,1000-18-13-1860-186020-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,196,2021
4767,1000-18-13-1810-181020-000000-000-522230,1000,1000 General Fund,18,18 Innovation and Technology,522230,522230 Sm Tools & Expnd Eqpt,98,2021
4768,1000-19-11-1942-000000-000000-000-522230,1000,1000 General Fund,19,19 Finance,522230,522230 Sm Tools & Expnd Eqpt,1000,2021
4769,1000-19-11-1947-000000-000000-000-522230,1000,1000 General Fund,19,19 Finance,522230,522230 Sm Tools & Expnd Eqpt,400,2021
4770,1000-22-13-2200-000000-000000-000-522230,1000,1000 General Fund,22,22 Internal Audit,522230,522230 Sm Tools & Expnd Eqpt,150,2021
4771,1000-30-30-3020-302041-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,260000,2021
4772,1000-30-30-3020-302043-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,96547,2021
4773,1000-30-30-3020-302045-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,89900,2021
4774,1000-30-30-3020-302052-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,60000,2021
4775,1000-30-30-3020-302050-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,59000,2021
4776,1000-30-30-3020-302025-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,55000,2021
4777,1000-30-30-3060-306041-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,50000,2021
4778,1000-30-30-3020-302051-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,41000,2021
4779,1000-30-30-3020-302024-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,25500,2021
4780,1000-30-30-3030-303024-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,23000,2021
4781,1000-30-30-3060-306045-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,13000,2021
4782,1000-30-30-3010-301022-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,12000,2021
4783,1000-30-30-3030-303011-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,11000,2021
4784,1000-30-30-3020-302042-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,9600,2021
4785,1000-30-30-3020-302035-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,5000,2021
4786,1000-30-30-3030-303012-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,5000,2021
4787,1000-30-30-3060-306042-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,5000,2021
4788,1000-30-30-3060-306046-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,5000,2021
4789,1000-30-30-3040-304031-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,4000,2021
4790,1000-30-30-3030-303013-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,3800,2021
4791,1000-30-30-3050-305018-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,3800,2021
4792,1000-30-30-3060-306035-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,3700,2021
4793,1000-30-30-3040-304034-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,3500,2021
4794,1000-30-30-3060-306005-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,3500,2021
4795,1000-30-30-3060-306011-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,3500,2021
4796,1000-30-30-3020-302046-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,2000,2021
4797,1000-30-30-3060-306043-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,2000,2021
4798,1000-30-30-3010-301001-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,1500,2021
4799,1000-30-30-3040-304019-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,1300,2021
4800,1000-30-30-3050-305024-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,1300,2021
4801,1000-30-30-3010-301004-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,1000,2021
4802,1000-30-30-3010-301025-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,1000,2021
4803,1000-30-30-3060-306003-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,1000,2021
4804,1000-30-30-3040-304035-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,700,2021
4805,1000-30-30-3060-306047-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,600,2021
4806,1000-30-30-3030-303025-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,550,2021
4807,1000-30-30-3030-303021-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4808,1000-30-30-3050-305010-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4809,1000-30-30-3050-305015-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4810,1000-30-30-3050-305017-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4811,1000-30-30-3050-305021-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4812,1000-30-30-3050-305031-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4813,1000-30-30-3050-305032-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4814,1000-30-30-3050-305034-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,500,2021
4815,1000-30-30-3040-304018-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,300,2021
4816,1000-30-30-3050-305020-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,300,2021
4817,1000-30-30-3050-305025-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,300,2021
4818,1000-30-30-3050-305033-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,300,2021
4819,1000-30-30-3010-301002-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,250,2021
4820,1000-30-30-3010-301003-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,250,2021
4821,1000-30-30-3050-305022-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,250,2021
4822,1000-30-30-3040-304036-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,200,2021
4823,1000-30-30-3060-306044-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,200,2021
4824,1000-30-30-3030-303022-000000-000-522230,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522230,522230 Sm Tools & Expnd Eqpt,100,2021
4825,1000-31-30-3160-000000-000000-000-522230,1000,1000 General Fund,31,31 Fire,522230,522230 Sm Tools & Expnd Eqpt,156826,2021
4826,1000-31-30-3170-000000-000000-000-522230,1000,1000 General Fund,31,31 Fire,522230,522230 Sm Tools & Expnd Eqpt,20000,2021
4827,1000-31-30-3190-000000-000000-000-522230,1000,1000 General Fund,31,31 Fire,522230,522230 Sm Tools & Expnd Eqpt,17000,2021
4828,1000-31-30-3160-316040-000000-000-522230,1000,1000 General Fund,31,31 Fire,522230,522230 Sm Tools & Expnd Eqpt,15000,2021
